ANALOMINK,PA,41.071213,-75.236436
ANAMOOSE,ND,47.926998,-100.284856
ANAMOSA,IA,42.10352,-91.240145
ANASCO,PR,18.288685,-67.139696
ANATONE,WA,46.121593,-117.17858
ANAWALT,WV,37.375246,-81.653889
ANCHOR,IL,40.568549,-88.722113
ANCHOR POINT,AK,59.837116,-151.70781
ANCHORAGE,AK,61.216583,-149.899597
ANCHORVILLE,MI,42.824095,-82.66522
ANCONA,IL,41.042631,-88.864211
ANCRAM,NY,42.067399,-73.657698
ANCRAMDALE,NY,42.043039,-73.587575
ANDALE,KS,37.779733,-97.636619
ANDALUSIA,IL,41.440131,-90.742806
ANDALUSIA,AL,31.304166,-86.386398
ANDERSON,CA,40.469324,-122.278404
ANDERSON,MO,36.666988,-94.419201
ANDERSON,IN,40.094399,-85.691135
ANDERSON,AK,63.543571,-149.986676
ANDERSON,AL,34.942388,-87.273375
ANDERSON,SC,34.521158,-82.645012
ANDERSON,TX,30.562982,-95.981285
ANDERSON ISLAND,WA,47.156263,-122.706706
ANDERSONVILLE,GA,32.155949,-84.163983
ANDERSONVILLE,TN,36.202528,-84.068808
ANDES,NY,42.12923,-74.843187
ANDOVER,CT,41.731847,-72.374634
ANDOVER,MA,42.656621,-71.140538
ANDOVER,ME,44.56816,-70.704051
ANDOVER,MN,45.237661,-93.272428
ANDOVER,IA,41.964393,-90.222348
